Country_territory,Iso3_code,Region,Indicator,Destination,Value_str
Bahrain,BHR,Asia,"Trafficking in persons, detected victims by citizenship",Russian Federation,1
Bahrain,BHR,Asia,"Trafficking in persons, detected victims by citizenship",Russian Federation,1
Bahrain,BHR,Asia,"Trafficking in persons, detected victims by citizenship",Russian Federation,1
Bahrain,BHR,Asia,"Trafficking in persons, detected victims by citizenship",Thailand,1
Bahrain,BHR,Asia,"Trafficking in persons, detected victims by citizenship",Thailand,1
Bahrain,BHR,Asia,"Trafficking in persons, detected victims by citizenship",Thailand,1
Bahrain,BHR,Asia,"Trafficking in persons, detected victims by citizenship",Thailand,1
Bahrain,BHR,Asia,"Trafficking in persons, detected victims by citizenship",Thailand,1
Bahrain,BHR,Asia,"Trafficking in persons, detected victims by citizenship",Viet Nam,1
Bahrain,BHR,Asia,Detected trafficking victims,Total,1
Bahrain,BHR,Asia,"Trafficking in persons, detected victims by citizenship",Bangladesh,57
Bahrain,BHR,Asia,"Trafficking in persons, detected victims by citizenship",Bangladesh,57
Bahrain,BHR,Asia,"Trafficking in persons, detected victims by citizenship",Bangladesh,6
Bahrain,BHR,Asia,"Trafficking in persons, detected victims by citizenship",Dominican Republic,6
Bahrain,BHR,Asia,"Trafficking in persons, detected victims by citizenship",India,17
Bahrain,BHR,Asia,"Trafficking in persons, detected victims by citizenship",Indonesia,8
Bahrain,BHR,Asia,"Trafficking in persons, detected victims by citizenship",Indonesia,6
Bahrain,BHR,Asia,"Trafficking in persons, detected victims by citizenship",Indonesia,8
Bahrain,BHR,Asia,"Trafficking in persons, detected victims by citizenship",Indonesia,13
Bahrain,BHR,Asia,"Trafficking in persons, detected victims by citizenship",Morocco,11
Bahrain,BHR,Asia,"Trafficking in persons, detected victims by citizenship",Pakistan,55
Bahrain,BHR,Asia,"Trafficking in persons, detected victims by citizenship",Pakistan,55
Bahrain,BHR,Asia,"Trafficking in persons, detected victims by citizenship",Russian Federation,5
Bahrain,BHR,Asia,"Trafficking in persons, detected victims by citizenship",Russian Federation,13
Bahrain,BHR,Asia,"Trafficking in persons, detected victims by citizenship",Russian Federation,15
Bahrain,BHR,Asia,"Trafficking in persons, detected victims by citizenship",Russian Federation,8
Bahrain,BHR,Asia,"Trafficking in persons, detected victims by citizenship",Sri Lanka,7
Bahrain,BHR,Asia,"Trafficking in persons, detected victims by citizenship",Sri Lanka,5
Bahrain,BHR,Asia,"Trafficking in persons, detected victims by citizenship",Thailand,10
Bahrain,BHR,Asia,"Trafficking in persons, detected victims by citizenship",Thailand,7
Bahrain,BHR,Asia,"Trafficking in persons, detected victims by citizenship",Thailand,5
Bahrain,BHR,Asia,Detected trafficking victims,Total,43
Bahrain,BHR,Asia,Detected trafficking victims,Total,5
Bahrain,BHR,Asia,Detected trafficking victims,Total,20
Bahrain,BHR,Asia,Detected trafficking victims,Total,143
Bahrain,BHR,Asia,Detected trafficking victims,Total,96
Bahrain,BHR,Asia,Detected trafficking victims,Total,27
Bahrain,BHR,Asia,Detected trafficking victims,Total,38
Bahrain,BHR,Asia,Detected trafficking victims,Total,33
Bangladesh,BGD,Asia,Detected trafficking victims,Total,114
Bangladesh,BGD,Asia,Detected trafficking victims,Total,310
Bangladesh,BGD,Asia,Detected trafficking victims,Total,126
Bangladesh,BGD,Asia,Detected trafficking victims,Total,733
Barbados,BRB,Americas,"Trafficking in persons, detected victims by citizenship",Guyana,5
Barbados,BRB,Americas,Detected trafficking victims,Total,5
Belarus,BLR,Europe,"Trafficking in persons, detected victims by citizenship",Kazakhstan,1
Belarus,BLR,Europe,"Trafficking in persons, detected victims by citizenship",Russian Federation,1
Belarus,BLR,Europe,"Trafficking in persons, detected victims by citizenship",Russian Federation,1
Belarus,BLR,Europe,"Trafficking in persons, detected victims by citizenship",Ukraine,1
Belarus,BLR,Europe,"Trafficking in persons, detected victims by citizenship",Ukraine,1
Belarus,BLR,Europe,"Trafficking in persons, detected victims by citizenship",Ukraine,1
Belarus,BLR,Europe,"Trafficking in persons, detected victims by citizenship",Ukraine,1
Belarus,BLR,Europe,"Trafficking in persons, detected victims by citizenship",Belarus,418
Belarus,BLR,Europe,"Trafficking in persons, detected victims by citizenship",Belarus,588
Belarus,BLR,Europe,"Trafficking in persons, detected victims by citizenship",Belarus,398
Belarus,BLR,Europe,"Trafficking in persons, detected victims by citizenship",Belarus,362
Belarus,BLR,Europe,"Trafficking in persons, detected victims by citizenship",Belarus,295
Belarus,BLR,Europe,"Trafficking in persons, detected victims by citizenship",Belarus,124
Belarus,BLR,Europe,"Trafficking in persons, detected victims by citizenship",Belarus,89
Belarus,BLR,Europe,"Trafficking in persons, detected victims by citizenship",Belarus,38
Belarus,BLR,Europe,"Trafficking in persons, detected victims by citizenship",Belarus,25
Belarus,BLR,Europe,"Trafficking in persons, detected victims by citizenship",Belarus,122
Belarus,BLR,Europe,"Trafficking in persons, detected victims by citizenship",Belarus,45
Belarus,BLR,Europe,"Trafficking in persons, detected victims by citizenship",Viet Nam,16
Belarus,BLR,Europe,Detected trafficking victims,Total,350
Belarus,BLR,Europe,Detected trafficking victims,Total,400
Belarus,BLR,Europe,Detected trafficking victims,Total,625
Belarus,BLR,Europe,Detected trafficking victims,Total,"1,107"
Belarus,BLR,Europe,Detected trafficking victims,Total,418
Belarus,BLR,Europe,Detected trafficking victims,Total,591
Belarus,BLR,Europe,Detected trafficking victims,Total,398
Belarus,BLR,Europe,Detected trafficking victims,Total,362
Belarus,BLR,Europe,Detected trafficking victims,Total,295
Belarus,BLR,Europe,Detected trafficking victims,Total,209
Belarus,BLR,Europe,Detected trafficking victims,Total,149
Belarus,BLR,Europe,Detected trafficking victims,Total,97
Belarus,BLR,Europe,Detected trafficking victims,Total,121
Belarus,BLR,Europe,Detected trafficking victims,Total,184
Belarus,BLR,Europe,Detected trafficking victims,Total,75
Belgium,BEL,Europe,"Trafficking in persons, detected victims by citizenship",Afghanistan,1
Belgium,BEL,Europe,"Trafficking in persons, detected victims by citizenship",Albania,1
Belgium,BEL,Europe,"Trafficking in persons, detected victims by citizenship",Albania,1
Belgium,BEL,Europe,"Trafficking in persons, detected victims by citizenship",Algeria,1
Belgium,BEL,Europe,"Trafficking in persons, detected victims by citizenship",Algeria,1
Belgium,BEL,Europe,"Trafficking in persons, detected victims by citizenship",Algeria,1
Belgium,BEL,Europe,"Trafficking in persons, detected victims by citizenship",Algeria,1
Belgium,BEL,Europe,"Trafficking in persons, detected victims by citizenship",Bangladesh,1
Belgium,BEL,Europe,"Trafficking in persons, detected victims by citizenship",Bangladesh,1
Belgium,BEL,Europe,"Trafficking in persons, detected victims by citizenship",Bangladesh,1
Belgium,BEL,Europe,"Trafficking in persons, detected victims by citizenship",Belgium,1
Belgium,BEL,Europe,"Trafficking in persons, detected victims by citizenship",Benin,1
Belgium,BEL,Europe,"Trafficking in persons, detected victims by citizenship",Benin,1
Belgium,BEL,Europe,"Trafficking in persons, detected victims by citizenship",Bhutan,1
Belgium,BEL,Europe,"Trafficking in persons, detected victims by citizenship",Bolivia (Plurinational State of),1
Belgium,BEL,Europe,"Trafficking in persons, detected victims by citizenship",Brazil,1
Belgium,BEL,Europe,"Trafficking in persons, detected victims by citizenship",Brazil,1
Belgium,BEL,Europe,"Trafficking in persons, detected victims by citizenship",Brazil,1
Belgium,BEL,Europe,"Trafficking in persons, detected victims by citizenship",Brazil,1
Belgium,BEL,Europe,"Trafficking in persons, detected victims by citizenship",Bulgaria,1
Belgium,BEL,Europe,"Trafficking in persons, detected victims by citizenship",Bulgaria,1
Belgium,BEL,Europe,"Trafficking in persons, detected victims by citizenship",Bulgaria,1
Belgium,BEL,Europe,"Trafficking in persons, detected victims by citizenship",Bulgaria,1
Belgium,BEL,Europe,"Trafficking in persons, detected victims by citizenship",Bulgaria,1
Belgium,BEL,Europe,"Trafficking in persons, detected victims by citizenship",Burkina Faso,1
Belgium,BEL,Europe,"Trafficking in persons, detected victims by citizenship",Burkina Faso,1
Belgium,BEL,Europe,"Trafficking in persons, detected victims by citizenship",Burkina Faso,1
Belgium,BEL,Europe,"Trafficking in persons, detected victims by citizenship",Cameroon,1
Belgium,BEL,Europe,"Trafficking in persons, detected victims by citizenship",Cameroon,1
Belgium,BEL,Europe,"Trafficking in persons, detected victims by citizenship",Chad,1
Belgium,BEL,Europe,"Trafficking in persons, detected victims by citizenship",China,1
Belgium,BEL,Europe,"Trafficking in persons, detected victims by citizenship",China,1
Belgium,BEL,Europe,"Trafficking in persons, detected victims by citizenship",China,1
Belgium,BEL,Europe,"Trafficking in persons, detected victims by citizenship",China,1
Belgium,BEL,Europe,"Trafficking in persons, detected victims by citizenship",Colombia,1
Belgium,BEL,Europe,"Trafficking in persons, detected victims by citizenship",Congo,1
Belgium,BEL,Europe,"Trafficking in persons, detected victims by citizenship",Congo,1
Belgium,BEL,Europe,"Trafficking in persons, detected victims by citizenship",Cote d'Ivoire,1
Belgium,BEL,Europe,"Trafficking in persons, detected victims by citizenship",Cote d'Ivoire,1
Belgium,BEL,Europe,"Trafficking in persons, detected victims by citizenship",Croatia,1
Belgium,BEL,Europe,"Trafficking in persons, detected victims by citizenship",Croatia,1
Belgium,BEL,Europe,"Trafficking in persons, detected victims by citizenship",Czechia,1
Belgium,BEL,Europe,"Trafficking in persons, detected victims by citizenship",Czechia,1
Belgium,BEL,Europe,"Trafficking in persons, detected victims by citizenship",Dominican Republic,1
Belgium,BEL,Europe,"Trafficking in persons, detected victims by citizenship",Egypt,1
Belgium,BEL,Europe,"Trafficking in persons, detected victims by citizenship",Egypt,1
Belgium,BEL,Europe,"Trafficking in persons, detected victims by citizenship",Egypt,1
Belgium,BEL,Europe,"Trafficking in persons, detected victims by citizenship",Equatorial Guinea,1
Belgium,BEL,Europe,"Trafficking in persons, detected victims by citizenship",Eritrea,1
Belgium,BEL,Europe,"Trafficking in persons, detected victims by citizenship",Ethiopia,1
Belgium,BEL,Europe,"Trafficking in persons, detected victims by citizenship",Ethiopia,1
Belgium,BEL,Europe,"Trafficking in persons, detected victims by citizenship",France,1
Belgium,BEL,Europe,"Trafficking in persons, detected victims by citizenship",France,1
Belgium,BEL,Europe,"Trafficking in persons, detected victims by citizenship",Georgia,1
Belgium,BEL,Europe,"Trafficking in persons, detected victims by citizenship",Germany,1
Belgium,BEL,Europe,"Trafficking in persons, detected victims by citizenship",Ghana,1
Belgium,BEL,Europe,"Trafficking in persons, detected victims by citizenship",Ghana,1
Belgium,BEL,Europe,"Trafficking in persons, detected victims by citizenship",Ghana,1
Belgium,BEL,Europe,"Trafficking in persons, detected victims by citizenship",Ghana,1
Belgium,BEL,Europe,"Trafficking in persons, detected victims by citizenship",Guinea,1
Belgium,BEL,Europe,"Trafficking in persons, detected victims by citizenship",Hungary,1
Belgium,BEL,Europe,"Trafficking in persons, detected victims by citizenship",Hungary,1
Belgium,BEL,Europe,"Trafficking in persons, detected victims by citizenship",India,1
Belgium,BEL,Europe,"Trafficking in persons, detected victims by citizenship",India,1
Belgium,BEL,Europe,"Trafficking in persons, detected victims by citizenship",India,1
Belgium,BEL,Europe,"Trafficking in persons, detected victims by citizenship",India,1
Belgium,BEL,Europe,"Trafficking in persons, detected victims by citizenship",Indonesia,1
Belgium,BEL,Europe,"Trafficking in persons, detected victims by citizenship",Iran (Islamic Republic of),1
Belgium,BEL,Europe,"Trafficking in persons, detected victims by citizenship",Iran (Islamic Republic of),1
Belgium,BEL,Europe,"Trafficking in persons, detected victims by citizenship",Iran (Islamic Republic of),1
Belgium,BEL,Europe,"Trafficking in persons, detected victims by citizenship",Iran (Islamic Republic of),1
Belgium,BEL,Europe,"Trafficking in persons, detected victims by citizenship",Iraq,1
Belgium,BEL,Europe,"Trafficking in persons, detected victims by citizenship",Iraq,1
Belgium,BEL,Europe,"Trafficking in persons, detected victims by citizenship",Iraq,1
Belgium,BEL,Europe,"Trafficking in persons, detected victims by citizenship",Jordan,1
Belgium,BEL,Europe,"Trafficking in persons, detected victims by citizenship",Kenya,1
Belgium,BEL,Europe,"Trafficking in persons, detected victims by citizenship",Kosovo under UNSCR 1244,1
Belgium,BEL,Europe,"Trafficking in persons, detected victims by citizenship",Mauritius,1
Belgium,BEL,Europe,"Trafficking in persons, detected victims by citizenship",Nigeria,1
Belgium,BEL,Europe,"Trafficking in persons, detected victims by citizenship",Nigeria,1
Belgium,BEL,Europe,"Trafficking in persons, detected victims by citizenship",Pakistan,1
Belgium,BEL,Europe,"Trafficking in persons, detected victims by citizenship",Pakistan,1
Belgium,BEL,Europe,"Trafficking in persons, detected victims by citizenship",Pakistan,1
Belgium,BEL,Europe,"Trafficking in persons, detected victims by citizenship",Philippines,1
